CBSA,CBSA Code,date,OT,Category,Defining Parameter,Defining Site,Number of Sites Reporting,start_date,end_date
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-07-30,51,Moderate,PM2.5,34-039-0004,42,2018-07-30,2018-07-30
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-07-31,71,Moderate,Ozone,36-087-0005,47,2018-07-31,2018-07-31
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-08-01,45,Good,PM2.5,34-003-0010,40,2018-08-01,2018-08-01
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-08-02,44,Good,Ozone,36-119-2004,41,2018-08-02,2018-08-02
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-08-03,45,Good,PM2.5,34-003-0010,45,2018-08-03,2018-08-03
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-08-04,41,Good,Ozone,34-019-0001,38,2018-08-04,2018-08-04
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-08-05,87,Moderate,Ozone,36-081-0124,39,2018-08-05,2018-08-05
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-08-06,122,Unhealthy for Sensitive Groups,Ozone,36-005-0133,43,2018-08-06,2018-08-06
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-08-07,97,Moderate,Ozone,34-013-0003,38,2018-08-07,2018-08-07
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-08-08,112,Unhealthy for Sensitive Groups,Ozone,36-119-2004,39,2018-08-08,2018-08-08
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-08-09,58,Moderate,Ozone,36-103-0004,46,2018-08-09,2018-08-09
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-08-10,77,Moderate,Ozone,36-103-0009,40,2018-08-10,2018-08-10
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-08-11,55,Moderate,PM2.5,34-003-0010,41,2018-08-11,2018-08-11
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-08-12,77,Moderate,Ozone,34-023-0011,45,2018-08-12,2018-08-12
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-08-13,33,Good,Ozone,36-103-0004,40,2018-08-13,2018-08-13
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-08-14,54,Moderate,PM2.5,34-003-0010,41,2018-08-14,2018-08-14
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-08-15,69,Moderate,PM2.5,36-085-0111,47,2018-08-15,2018-08-15
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-08-16,97,Moderate,Ozone,36-103-0002,42,2018-08-16,2018-08-16
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-08-17,115,Unhealthy for Sensitive Groups,Ozone,36-061-0135,42,2018-08-17,2018-08-17
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-08-18,61,Moderate,PM2.5,36-085-0055,46,2018-08-18,2018-08-18
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-08-19,30,Good,PM2.5,34-027-3001,42,2018-08-19,2018-08-19
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-08-20,33,Good,Ozone,36-103-0004,39,2018-08-20,2018-08-20
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-08-21,47,Good,PM2.5,34-017-1003,46,2018-08-21,2018-08-21
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-08-22,45,Good,Ozone,36-103-0004,41,2018-08-22,2018-08-22
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-08-23,49,Good,PM2.5,34-039-0004,41,2018-08-23,2018-08-23
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-08-24,64,Moderate,Ozone,36-119-2004,47,2018-08-24,2018-08-24
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-08-25,51,Moderate,Ozone,34-031-5001,42,2018-08-25,2018-08-25
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-08-26,71,Moderate,Ozone,34-023-0011,41,2018-08-26,2018-08-26
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-08-27,77,Moderate,Ozone,34-029-0006,46,2018-08-27,2018-08-27
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-08-28,115,Unhealthy for Sensitive Groups,Ozone,36-103-0044,41,2018-08-28,2018-08-28
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-08-29,143,Unhealthy for Sensitive Groups,Ozone,36-103-0044,38,2018-08-29,2018-08-29
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-08-30,64,Moderate,Ozone,34-025-0005,47,2018-08-30,2018-08-30
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-08-31,34,Good,PM2.5,34-003-0010,42,2018-08-31,2018-08-31
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-09-01,41,Good,Ozone,36-061-0135,42,2018-09-01,2018-09-01
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-09-02,44,Good,Ozone,36-119-2004,47,2018-09-02,2018-09-02
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-09-03,61,Moderate,Ozone,34-003-0006,41,2018-09-03,2018-09-03
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-09-04,71,Moderate,Ozone,36-081-0124,40,2018-09-04,2018-09-04
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-09-05,101,Unhealthy for Sensitive Groups,Ozone,36-087-0005,45,2018-09-05,2018-09-05
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-09-06,97,Moderate,Ozone,36-103-0044,41,2018-09-06,2018-09-06
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-09-07,51,Moderate,PM2.5,34-039-0004,42,2018-09-07,2018-09-07
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-09-08,34,Good,PM2.5,36-061-0128,47,2018-09-08,2018-09-08
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-09-09,27,Good,PM2.5,34-003-0010,40,2018-09-09,2018-09-09
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-09-10,31,Good,Ozone,36-103-0004,41,2018-09-10,2018-09-10
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-09-11,61,Moderate,PM2.5,36-085-0111,46,2018-09-11,2018-09-11
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-09-12,57,Moderate,PM2.5,34-039-0004,36,2018-09-12,2018-09-12
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-09-13,32,Good,PM2.5,34-039-0004,41,2018-09-13,2018-09-13
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-09-14,33,Good,PM2.5,34-039-0004,46,2018-09-14,2018-09-14
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-09-15,50,Good,Ozone,34-023-0011,41,2018-09-15,2018-09-15
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-09-16,50,Good,Ozone,34-017-0006,41,2018-09-16,2018-09-16
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-09-17,41,Good,PM2.5,34-003-0010,45,2018-09-17,2018-09-17
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-09-18,31,Good,PM2.5,34-003-0010,43,2018-09-18,2018-09-18
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-09-19,49,Good,PM2.5,36-085-0111,42,2018-09-19,2018-09-19
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-09-20,40,Good,PM2.5,34-039-0004,45,2018-09-20,2018-09-20
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-09-21,36,Good,PM2.5,34-039-0004,42,2018-09-21,2018-09-21
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-09-22,31,Good,PM2.5,34-019-0001,41,2018-09-22,2018-09-22
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-09-23,32,Good,PM2.5,36-085-0111,44,2018-09-23,2018-09-23
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-09-24,35,Good,PM2.5,36-085-0111,41,2018-09-24,2018-09-24
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-09-25,42,Good,PM2.5,34-017-1003,41,2018-09-25,2018-09-25
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-09-26,43,Good,PM2.5,34-003-0010,46,2018-09-26,2018-09-26
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-09-27,52,Moderate,PM2.5,34-039-0004,40,2018-09-27,2018-09-27
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-09-28,35,Good,PM2.5,34-039-0004,40,2018-09-28,2018-09-28
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-09-29,41,Good,Ozone,34-029-0006,46,2018-09-29,2018-09-29
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-09-30,40,Good,PM2.5,34-019-0001,40,2018-09-30,2018-09-30
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-10-01,60,Moderate,PM2.5,34-003-0010,41,2018-10-01,2018-10-01
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-10-02,55,Moderate,PM2.5,34-003-0010,46,2018-10-02,2018-10-02
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-10-03,42,Good,NO2,34-003-0010,40,2018-10-03,2018-10-03
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-10-04,64,Moderate,PM2.5,34-003-0010,41,2018-10-04,2018-10-04
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-10-05,43,Good,PM2.5,34-039-0004,47,2018-10-05,2018-10-05
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-10-06,36,Good,PM2.5,34-003-0010,42,2018-10-06,2018-10-06
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-10-07,51,Moderate,PM2.5,34-003-0010,42,2018-10-07,2018-10-07
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-10-08,50,Good,PM2.5,34-039-0004,47,2018-10-08,2018-10-08
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-10-09,47,Good,PM2.5,34-003-0010,42,2018-10-09,2018-10-09
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-10-10,47,Good,PM2.5,34-003-0010,40,2018-10-10,2018-10-10
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-10-11,33,Good,PM2.5,34-003-0010,45,2018-10-11,2018-10-11
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-10-12,44,Good,PM2.5,34-039-0004,40,2018-10-12,2018-10-12
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-10-13,34,Good,PM2.5,34-039-0004,40,2018-10-13,2018-10-13
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-10-14,41,Good,PM2.5,34-039-0004,47,2018-10-14,2018-10-14
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-10-15,37,Good,PM2.5,34-019-0001,40,2018-10-15,2018-10-15
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-10-16,39,Good,PM2.5,34-039-0004,42,2018-10-16,2018-10-16
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-10-17,39,Good,PM2.5,34-039-0004,47,2018-10-17,2018-10-17
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-10-18,32,Good,Ozone,36-103-0009,41,2018-10-18,2018-10-18
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-10-19,48,Good,PM2.5,34-017-1003,41,2018-10-19,2018-10-19
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-10-20,41,Good,PM2.5,34-039-0004,47,2018-10-20,2018-10-20
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-10-21,33,Good,Ozone,36-103-0004,42,2018-10-21,2018-10-21
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-10-22,39,Good,PM2.5,34-017-1003,41,2018-10-22,2018-10-22
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-10-23,48,Good,PM2.5,34-039-0004,47,2018-10-23,2018-10-23
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-10-24,31,Good,Ozone,36-103-0004,40,2018-10-24,2018-10-24
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-10-25,34,Good,NO2,34-039-0004,42,2018-10-25,2018-10-25
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-10-26,38,Good,NO2,34-017-0006,46,2018-10-26,2018-10-26
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-10-27,37,Good,Ozone,36-103-0004,41,2018-10-27,2018-10-27
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-10-28,26,Good,PM2.5,34-003-0010,42,2018-10-28,2018-10-28
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-10-29,35,Good,PM2.5,34-003-0010,46,2018-10-29,2018-10-29
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-10-30,45,Good,NO2,34-017-0006,42,2018-10-30,2018-10-30
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-10-31,67,Moderate,NO2,36-005-0110,41,2018-10-31,2018-10-31
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-11-01,67,Moderate,PM2.5,34-003-0010,42,2018-11-01,2018-11-01
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-11-02,44,Good,PM2.5,34-003-0010,37,2018-11-02,2018-11-02
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-11-03,39,Good,PM2.5,34-039-0004,37,2018-11-03,2018-11-03
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-11-04,37,Good,PM2.5,34-017-1003,43,2018-11-04,2018-11-04
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-11-05,39,Good,PM2.5,34-039-0004,37,2018-11-05,2018-11-05
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-11-06,36,Good,PM2.5,36-081-0120,36,2018-11-06,2018-11-06
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-11-07,45,Good,PM2.5,34-039-0004,42,2018-11-07,2018-11-07
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-11-08,48,Good,PM2.5,34-017-1003,34,2018-11-08,2018-11-08
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-11-09,36,Good,PM2.5,34-017-1003,36,2018-11-09,2018-11-09
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-11-10,31,Good,Ozone,36-103-0044,41,2018-11-10,2018-11-10
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-11-11,40,Good,PM2.5,34-039-0004,36,2018-11-11,2018-11-11
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-11-12,68,Moderate,PM2.5,34-017-1003,36,2018-11-12,2018-11-12
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-11-13,54,Moderate,PM2.5,34-039-0004,41,2018-11-13,2018-11-13
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-11-14,34,Good,Ozone,34-019-0001,34,2018-11-14,2018-11-14
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-11-15,40,Good,NO2,34-039-0004,35,2018-11-15,2018-11-15
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-11-16,34,Good,Ozone,36-103-0044,40,2018-11-16,2018-11-16
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-11-17,57,Moderate,PM2.5,34-039-0004,35,2018-11-17,2018-11-17
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-11-18,35,Good,NO2,34-039-0004,35,2018-11-18,2018-11-18
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-11-19,74,Moderate,PM2.5,34-039-0004,40,2018-11-19,2018-11-19
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-11-20,59,Moderate,PM2.5,34-039-0004,33,2018-11-20,2018-11-20
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-11-21,43,Good,PM2.5,34-039-0004,33,2018-11-21,2018-11-21
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-11-22,32,Good,Ozone,34-019-0001,42,2018-11-22,2018-11-22
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-11-23,42,Good,NO2,34-003-0010,34,2018-11-23,2018-11-23
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-11-24,67,Moderate,PM2.5,34-013-0003,33,2018-11-24,2018-11-24
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-11-25,61,Moderate,PM2.5,34-031-0005,41,2018-11-25,2018-11-25
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-11-26,53,Moderate,PM2.5,34-039-0004,35,2018-11-26,2018-11-26
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-11-27,30,Good,Ozone,36-079-0005,32,2018-11-27,2018-11-27
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-11-28,25,Good,Ozone,36-061-0115,41,2018-11-28,2018-11-28
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-11-29,31,Good,Ozone,34-027-3001,35,2018-11-29,2018-11-29
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-11-30,50,Good,PM2.5,34-003-0010,35,2018-11-30,2018-11-30
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-12-01,58,Moderate,PM2.5,34-013-0003,41,2018-12-01,2018-12-01
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-12-02,52,Moderate,PM2.5,34-003-0010,34,2018-12-02,2018-12-02
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-12-03,35,Good,PM2.5,34-039-0004,35,2018-12-03,2018-12-03
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-12-04,32,Good,Ozone,36-087-0005,40,2018-12-04,2018-12-04
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-12-05,60,Moderate,PM2.5,34-003-0010,35,2018-12-05,2018-12-05
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-12-06,54,Moderate,PM2.5,34-003-0010,36,2018-12-06,2018-12-06
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-12-07,43,Good,PM2.5,34-003-0010,42,2018-12-07,2018-12-07
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-12-08,54,Moderate,PM2.5,34-039-0004,37,2018-12-08,2018-12-08
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-12-09,61,Moderate,PM2.5,34-003-0010,37,2018-12-09,2018-12-09
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-12-10,73,Moderate,PM2.5,34-003-0010,42,2018-12-10,2018-12-10
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-12-11,87,Moderate,PM2.5,34-003-0010,36,2018-12-11,2018-12-11
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-12-12,71,Moderate,PM2.5,34-013-0003,36,2018-12-12,2018-12-12
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-12-13,68,Moderate,PM2.5,36-061-0128,41,2018-12-13,2018-12-13
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-12-14,64,Moderate,PM2.5,34-003-0010,37,2018-12-14,2018-12-14
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-12-15,58,Moderate,PM2.5,36-061-0115,37,2018-12-15,2018-12-15
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-12-16,48,Good,PM2.5,36-061-0128,41,2018-12-16,2018-12-16
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-12-17,40,Good,PM2.5,36-061-0134,37,2018-12-17,2018-12-17
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-12-18,33,Good,Ozone,36-103-0009,36,2018-12-18,2018-12-18
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-12-19,53,Moderate,PM2.5,34-017-1003,40,2018-12-19,2018-12-19
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-12-20,82,Moderate,NO2,34-017-0006,35,2018-12-20,2018-12-20
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-12-21,67,Moderate,Ozone,36-103-0009,35,2018-12-21,2018-12-21
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-12-22,44,Good,NO2,34-013-0003,41,2018-12-22,2018-12-22
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-12-23,54,Moderate,PM2.5,36-103-0009,36,2018-12-23,2018-12-23
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-12-24,54,Moderate,PM2.5,34-039-0004,36,2018-12-24,2018-12-24
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-12-25,39,Good,PM2.5,36-085-0055,42,2018-12-25,2018-12-25
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-12-26,56,Moderate,PM2.5,36-103-0009,36,2018-12-26,2018-12-26
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-12-27,60,Moderate,PM2.5,34-019-0001,37,2018-12-27,2018-12-27
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-12-28,50,Good,NO2,34-013-0003,41,2018-12-28,2018-12-28
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-12-29,40,Good,PM2.5,34-039-0004,36,2018-12-29,2018-12-29
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-12-30,52,Moderate,PM2.5,36-103-0009,36,2018-12-30,2018-12-30
"New York-Newark-Jersey City, NY-NJ-PA",35620,2018-12-31,62,Moderate,PM2.5,34-019-0001,41,2018-12-31,2018-12-31
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-01-01,45,Good,PM2.5,36-081-0120,36,2019-01-01,2019-01-01
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-01-02,64,Moderate,PM2.5,36-061-0128,36,2019-01-02,2019-01-02
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-01-03,54,Moderate,PM2.5,36-061-0128,42,2019-01-03,2019-01-03
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-01-04,60,Moderate,PM2.5,34-039-0004,37,2019-01-04,2019-01-04
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-01-05,50,Good,PM2.5,36-071-0002,37,2019-01-05,2019-01-05
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-01-06,51,Moderate,PM2.5,36-061-0134,41,2019-01-06,2019-01-06
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-01-07,44,Good,NO2,34-013-0003,37,2019-01-07,2019-01-07
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-01-08,75,Moderate,PM2.5,34-003-0010,37,2019-01-08,2019-01-08
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-01-09,38,Good,PM2.5,36-047-0052,42,2019-01-09,2019-01-09
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-01-10,42,Good,PM2.5,36-061-0134,36,2019-01-10,2019-01-10
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-01-11,45,Good,NO2,36-005-0112,36,2019-01-11,2019-01-11
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-01-12,43,Good,PM2.5,36-103-0009,42,2019-01-12,2019-01-12
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-01-13,42,Good,PM2.5,36-061-0128,37,2019-01-13,2019-01-13
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-01-14,52,Moderate,NO2,34-039-0004,37,2019-01-14,2019-01-14
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-01-15,63,Moderate,NO2,34-013-0003,42,2019-01-15,2019-01-15
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-01-16,67,Moderate,PM2.5,34-017-1003,37,2019-01-16,2019-01-16
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-01-17,44,Good,PM2.5,36-061-0128,36,2019-01-17,2019-01-17
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-01-18,94,Moderate,NO2,34-003-0010,41,2019-01-18,2019-01-18
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-01-19,56,Moderate,PM2.5,34-019-0001,37,2019-01-19,2019-01-19
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-01-20,37,Good,PM2.5,36-061-0128,37,2019-01-20,2019-01-20
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-01-21,50,Good,PM2.5,36-061-0115,41,2019-01-21,2019-01-21
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-01-22,54,Moderate,NO2,34-003-0010,36,2019-01-22,2019-01-22
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-01-23,54,Moderate,NO2,34-013-0003,36,2019-01-23,2019-01-23
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-01-24,49,Good,NO2,34-013-0003,40,2019-01-24,2019-01-24
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-01-25,46,Good,PM2.5,36-061-0115,37,2019-01-25,2019-01-25
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-01-26,48,Good,PM2.5,36-103-0009,36,2019-01-26,2019-01-26
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-01-27,51,Moderate,PM2.5,34-019-0001,41,2019-01-27,2019-01-27
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-01-28,54,Moderate,PM2.5,36-061-0128,36,2019-01-28,2019-01-28
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-01-29,69,Moderate,NO2,34-003-0010,37,2019-01-29,2019-01-29
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-01-30,54,Moderate,PM2.5,36-061-0115,42,2019-01-30,2019-01-30
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-01-31,49,Good,PM2.5,36-061-0115,37,2019-01-31,2019-01-31
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-02-01,53,Moderate,NO2,34-003-0010,36,2019-02-01,2019-02-01
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-02-02,80,Moderate,PM2.5,34-039-0004,41,2019-02-02,2019-02-02
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-02-03,92,Moderate,PM2.5,34-003-0010,36,2019-02-03,2019-02-03
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-02-04,83,Moderate,PM2.5,36-005-0110,36,2019-02-04,2019-02-04
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-02-05,81,Moderate,PM2.5,34-017-1003,40,2019-02-05,2019-02-05
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-02-06,80,Moderate,NO2,34-003-0010,35,2019-02-06,2019-02-06
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-02-07,51,Moderate,PM2.5,34-039-0004,36,2019-02-07,2019-02-07
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-02-08,43,Good,PM2.5,34-003-0010,41,2019-02-08,2019-02-08
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-02-09,37,Good,Ozone,36-079-0005,36,2019-02-09,2019-02-09
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-02-10,35,Good,Ozone,36-087-0005,36,2019-02-10,2019-02-10
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-02-11,58,Moderate,PM2.5,36-061-0128,40,2019-02-11,2019-02-11
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-02-12,63,Moderate,NO2,34-003-0010,36,2019-02-12,2019-02-12
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-02-13,42,Good,PM2.5,36-061-0115,36,2019-02-13,2019-02-13
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-02-14,51,Moderate,NO2,34-013-0003,40,2019-02-14,2019-02-14
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-02-15,68,Moderate,NO2,34-003-0010,35,2019-02-15,2019-02-15
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019-02-16,39,Good,PM2.5,36-061-0128,37,2019-02-16,2019-02-16
