date,start_date,end_date,REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,OT,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS,YEAR_WEEK
2009-10-12,2009-10-12,2009-10-18,National,X,2009,42,7.7151,7.61889,13187,12399,X,39364,3048,1070,69068,2162,906536,2009-42
2009-10-19,2009-10-19,2009-10-25,National,X,2009,43,7.55134,7.38836,13174,12166,X,36860,3083,1128,66411,2167,898860,2009-43
2009-10-26,2009-10-26,2009-11-01,National,X,2009,44,6.67118,6.33927,12161,10250,X,30860,2672,1074,57017,2197,899425,2009-44
2009-11-02,2009-11-02,2009-11-08,National,X,2009,45,5.20633,4.94349,10151,8174,X,21112,2314,978,42729,2191,864348,2009-45
2009-11-09,2009-11-09,2009-11-15,National,X,2009,46,4.04477,3.80996,8979,6163,X,14652,1843,883,32520,2157,853552,2009-46
2009-11-16,2009-11-16,2009-11-22,National,X,2009,47,3.49722,3.44106,7716,4378,X,8237,1406,771,22508,2146,654101,2009-47
2009-11-23,2009-11-23,2009-11-29,National,X,2009,48,2.69023,2.66773,7195,4259,X,7988,1470,818,21730,2122,814550,2009-48
2009-11-30,2009-11-30,2009-12-06,National,X,2009,49,2.47119,2.47183,6490,3588,X,7218,1314,715,19325,2093,781811,2009-49
2009-12-07,2009-12-07,2009-12-13,National,X,2009,50,2.44773,2.345,6275,3249,X,5785,1113,659,17081,2014,728401,2009-50
2009-12-14,2009-12-14,2009-12-20,National,X,2009,51,2.64594,2.71435,6078,2677,X,4127,1049,644,14575,1934,536961,2009-51
2009-12-21,2009-12-21,2009-12-27,National,X,2009,52,2.61567,2.67667,6598,3202,X,3726,1284,803,15613,1937,583299,2009-52
2009-12-28,2009-12-28,2010-01-03,National,X,2010,1,1.90712,1.98284,4998,3333,X,3961,1244,763,14299,1996,721138,2010-1
2010-01-04,2010-01-04,2010-01-10,National,X,2010,2,1.86738,1.82749,4877,2793,X,4614,1182,622,14088,2016,770895,2010-2
2010-01-11,2010-01-11,2010-01-17,National,X,2010,3,1.88072,1.92606,5399,2693,X,5079,1008,578,14757,2053,766177,2010-3
2010-01-18,2010-01-18,2010-01-24,National,X,2010,4,1.96908,1.92495,5333,2560,X,5655,1046,528,15122,2026,785580,2010-4
2010-01-25,2010-01-25,2010-01-31,National,X,2010,5,2.11387,2.08877,5816,2581,X,6142,948,550,16037,1996,767773,2010-5
2010-02-01,2010-02-01,2010-02-07,National,X,2010,6,2.09695,2.03434,5496,2644,X,5577,1006,658,15381,1977,756068,2010-6
2010-02-08,2010-02-08,2010-02-14,National,X,2010,7,1.90294,1.97649,5388,2649,X,5536,994,498,15065,1954,762208,2010-7
2010-02-15,2010-02-15,2010-02-21,National,X,2010,8,1.96951,1.99362,5040,2943,X,6207,1218,679,16087,1990,806925,2010-8
2010-02-22,2010-02-22,2010-02-28,National,X,2010,9,1.92331,1.85383,4281,2763,X,5685,1085,672,14486,1953,781411,2010-9
2010-03-01,2010-03-01,2010-03-07,National,X,2010,10,1.89659,1.8673,4612,2660,X,5270,1112,700,14354,1946,768702,2010-10
2010-03-08,2010-03-08,2010-03-14,National,X,2010,11,1.75181,1.69987,4063,2468,X,4466,976,628,12601,1933,741293,2010-11
2010-03-15,2010-03-15,2010-03-21,National,X,2010,12,1.52632,1.49741,3625,2097,X,4108,827,534,11191,1917,747358,2010-12
2010-03-22,2010-03-22,2010-03-28,National,X,2010,13,1.49572,1.45112,3408,1954,X,3733,736,528,10359,1875,713863,2010-13
2010-03-29,2010-03-29,2010-04-04,National,X,2010,14,1.22313,1.20715,3090,1718,X,2933,644,428,8813,1850,730068,2010-14
2010-04-05,2010-04-05,2010-04-11,National,X,2010,15,1.17754,1.17415,3117,1572,X,3110,598,404,8801,1831,749563,2010-15
2010-04-12,2010-04-12,2010-04-18,National,X,2010,16,1.09112,1.16207,2921,1461,X,3044,522,414,8362,1765,719580,2010-16
2010-04-19,2010-04-19,2010-04-25,National,X,2010,17,1.11958,1.17213,3081,1435,X,2972,557,395,8440,1755,720054,2010-17
2010-04-26,2010-04-26,2010-05-02,National,X,2010,18,1.08169,1.12168,2781,1385,X,2901,482,365,7914,1710,705551,2010-18
2010-05-03,2010-05-03,2010-05-09,National,X,2010,19,1.12497,1.14981,2851,1363,X,2645,491,347,7697,1664,669414,2010-19
2010-05-10,2010-05-10,2010-05-16,National,X,2010,20,1.06197,1.13328,2816,1364,X,2553,498,372,7603,1624,670887,2010-20
2010-05-17,2010-05-17,2010-05-23,National,X,2010,21,1.08909,1.08171,2636,1235,X,2188,445,349,6853,1497,633532,2010-21
2010-05-24,2010-05-24,2010-05-30,National,X,2010,22,1.1776,1.19959,2413,1212,X,2172,463,335,6595,1421,549773,2010-22
2010-05-31,2010-05-31,2010-06-06,National,X,2010,23,0.97493,0.952808,2147,1081,X,1831,374,322,5755,1435,604004,2010-23
2010-06-07,2010-06-07,2010-06-13,National,X,2010,24,0.987132,0.916032,1975,978,X,1784,339,240,5316,1405,580329,2010-24
2010-06-14,2010-06-14,2010-06-20,National,X,2010,25,0.995991,0.926582,2027,882,X,1779,397,249,5334,1384,575664,2010-25
2010-06-21,2010-06-21,2010-06-27,National,X,2010,26,0.904726,0.86962,1754,862,X,1541,323,238,4718,1347,542536,2010-26
2010-06-28,2010-06-28,2010-07-04,National,X,2010,27,0.941927,0.903133,1753,816,X,1566,334,222,4691,1353,519414,2010-27
2010-07-05,2010-07-05,2010-07-11,National,X,2010,28,0.880415,0.773776,1458,819,X,1450,298,209,4234,1284,547187,2010-28
2010-07-12,2010-07-12,2010-07-18,National,X,2010,29,0.842615,0.742774,1323,759,X,1335,335,198,3950,1265,531790,2010-29
2010-07-19,2010-07-19,2010-07-25,National,X,2010,30,0.858382,0.730934,1290,805,X,1279,302,174,3850,1250,526723,2010-30
2010-07-26,2010-07-26,2010-08-01,National,X,2010,31,0.83383,0.786882,1381,839,X,1357,291,209,4077,1241,518121,2010-31
2010-08-02,2010-08-02,2010-08-08,National,X,2010,32,0.847437,0.763051,1378,809,X,1307,300,214,4008,1212,525260,2010-32
2010-08-09,2010-08-09,2010-08-15,National,X,2010,33,0.888273,0.841043,1485,883,X,1592,360,198,4518,1225,537190,2010-33
2010-08-16,2010-08-16,2010-08-22,National,X,2010,34,0.765372,0.791573,1520,811,X,1592,295,202,4420,1235,558382,2010-34
2010-08-23,2010-08-23,2010-08-29,National,X,2010,35,0.91858,0.912732,1564,1019,X,1866,354,204,5007,1170,548573,2010-35
2010-08-30,2010-08-30,2010-09-05,National,X,2010,36,1.01432,1.03398,1850,1076,X,1959,374,234,5493,1198,531250,2010-36
2010-09-06,2010-09-06,2010-09-12,National,X,2010,37,1.01233,0.934009,1720,1061,X,2118,358,253,5510,1210,589930,2010-37
2010-09-13,2010-09-13,2010-09-19,National,X,2010,38,1.11803,1.08189,2134,1291,X,2510,480,326,6741,1206,623077,2010-38
2010-09-20,2010-09-20,2010-09-26,National,X,2010,39,1.11806,1.06563,1995,1269,X,2383,446,294,6387,1254,599366,2010-39
2010-09-27,2010-09-27,2010-10-03,National,X,2010,40,1.10939,1.13505,2627,1677,X,3142,627,400,8473,1838,746485,2010-40
2010-10-04,2010-10-04,2010-10-10,National,X,2010,41,1.24341,1.25256,2953,1779,X,3522,649,444,9347,1875,746230,2010-41
2010-10-11,2010-10-11,2010-10-17,National,X,2010,42,1.25726,1.2457,3044,1898,X,3641,690,411,9684,1907,777397,2010-42
2010-10-18,2010-10-18,2010-10-24,National,X,2010,43,1.25734,1.26774,3226,1754,X,3822,682,420,9904,1929,781234,2010-43
2010-10-25,2010-10-25,2010-10-31,National,X,2010,44,1.43414,1.43723,3451,1981,X,4397,736,455,11020,1947,766753,2010-44
2010-11-01,2010-11-01,2010-11-07,National,X,2010,45,1.51838,1.53341,3927,1956,X,4679,734,511,11807,1940,769982,2010-45
2010-11-08,2010-11-08,2010-11-14,National,X,2010,46,1.61617,1.69445,4416,2327,X,5322,774,497,13336,1921,787038,2010-46
2010-11-15,2010-11-15,2010-11-21,National,X,2010,47,1.84378,1.9915,4598,2043,X,4145,743,550,12079,1938,606527,2010-47
2010-11-22,2010-11-22,2010-11-28,National,X,2010,48,1.72535,1.81305,5045,2440,X,4978,915,619,13997,1964,772016,2010-48
2010-11-29,2010-11-29,2010-12-05,National,X,2010,49,1.87923,2.01426,5060,2511,X,5867,893,627,14958,1936,742606,2010-49
2010-12-06,2010-12-06,2010-12-12,National,X,2010,50,2.3371,2.55659,6300,2847,X,7194,1031,650,18022,1916,704923,2010-50
2010-12-13,2010-12-13,2010-12-19,National,X,2010,51,3.03533,3.38185,7295,3433,X,7071,1262,838,19899,1840,588406,2010-51
2010-12-20,2010-12-20,2010-12-26,National,X,2010,52,3.136,3.43172,7478,4455,X,5764,1581,1068,20346,1887,592880,2010-52
2010-12-27,2010-12-27,2011-01-02,National,X,2011,1,2.53336,2.69151,6584,4455,X,6342,1586,1059,20026,1923,744043,2011-1
2011-01-03,2011-01-03,2011-01-09,National,X,2011,2,2.91288,2.91063,6238,4220,X,7773,1537,953,20721,1921,711908,2011-2
2011-01-10,2011-01-10,2011-01-16,National,X,2011,3,3.44497,3.49232,7247,5095,X,11243,1734,938,26257,1964,751850,2011-3
2011-01-17,2011-01-17,2011-01-23,National,X,2011,4,4.16185,4.0037,8007,5952,X,15291,1794,931,31975,1947,798637,2011-4
2011-01-24,2011-01-24,2011-01-30,National,X,2011,5,4.55159,4.43534,8195,6536,X,16366,1990,1197,34284,1970,772974,2011-5
2011-01-31,2011-01-31,2011-02-06,National,X,2011,6,4.46504,4.24215,8036,6812,X,16516,1996,1096,34456,1961,812230,2011-6
2011-02-07,2011-02-07,2011-02-13,National,X,2011,7,4.55124,4.39719,8172,7257,X,17493,2352,1293,36567,1910,831600,2011-7
2011-02-14,2011-02-14,2011-02-20,National,X,2011,8,4.0822,3.90256,7839,6425,X,13718,2028,1267,31277,1908,801449,2011-8
2011-02-21,2011-02-21,2011-02-27,National,X,2011,9,3.38812,3.15073,6376,4869,X,10496,1740,1146,24627,1860,781629,2011-9
2011-02-28,2011-02-28,2011-03-06,National,X,2011,10,2.99142,2.72422,5691,3939,X,8427,1421,899,20377,1829,747993,2011-10
2011-03-07,2011-03-07,2011-03-13,National,X,2011,11,2.61542,2.33336,5363,3265,X,6702,1175,804,17309,1823,741807,2011-11
2011-03-14,2011-03-14,2011-03-20,National,X,2011,12,2.09065,1.925,4400,2551,X,5489,978,613,14031,1790,728883,2011-12
2011-03-21,2011-03-21,2011-03-27,National,X,2011,13,1.86146,1.75243,4189,2244,X,5025,877,622,12957,1770,739375,2011-13
2011-03-28,2011-03-28,2011-04-03,National,X,2011,14,1.61377,1.57704,3701,1985,X,4557,747,508,11498,1723,729089,2011-14
2011-04-04,2011-04-04,2011-04-10,National,X,2011,15,1.42199,1.35766,3164,1574,X,3562,641,450,9391,1681,691707,2011-15
2011-04-11,2011-04-11,2011-04-17,National,X,2011,16,1.3382,1.31223,3139,1505,X,3064,559,428,8695,1651,662612,2011-16
2011-04-18,2011-04-18,2011-04-24,National,X,2011,17,1.19995,1.14937,2895,1324,X,2673,555,383,7830,1612,681240,2011-17
2011-04-25,2011-04-25,2011-05-01,National,X,2011,18,1.14889,1.11451,2532,1305,X,2553,524,393,7307,1585,655627,2011-18
2011-05-02,2011-05-02,2011-05-08,National,X,2011,19,1.12194,1.10984,2551,1254,X,2595,485,351,7236,1556,651983,2011-19
2011-05-09,2011-05-09,2011-05-15,National,X,2011,20,1.06712,1.0524,2353,1131,X,2280,461,305,6530,1516,620485,2011-20
2011-05-16,2011-05-16,2011-05-22,National,X,2011,21,1.05058,1.03536,2213,1045,X,2110,405,299,6072,1381,586460,2011-21
2011-05-23,2011-05-23,2011-05-29,National,X,2011,22,1.15203,1.11777,2249,1013,X,1980,397,307,5946,1357,531954,2011-22
2011-05-30,2011-05-30,2011-06-05,National,X,2011,23,0.970975,0.982949,2040,1037,X,1760,432,278,5547,1296,564322,2011-23
2011-06-06,2011-06-06,2011-06-12,National,X,2011,24,0.894683,0.925194,1812,911,X,1599,405,262,4989,1279,539238,2011-24
2011-06-13,2011-06-13,2011-06-19,National,X,2011,25,0.843568,0.835531,1604,870,X,1422,308,244,4448,1251,532356,2011-25
2011-06-20,2011-06-20,2011-06-26,National,X,2011,26,0.815409,0.832393,1472,750,X,1462,324,210,4218,1225,506732,2011-26
2011-06-27,2011-06-27,2011-07-03,National,X,2011,27,0.823052,0.855591,1423,823,X,1269,270,224,4009,1211,468565,2011-27
2011-07-04,2011-07-04,2011-07-10,National,X,2011,28,0.674635,0.706949,1255,756,X,1206,316,188,3721,1220,526346,2011-28
2011-07-11,2011-07-11,2011-07-17,National,X,2011,29,0.631883,0.694387,1243,733,X,1184,259,178,3597,1203,518011,2011-29
2011-07-18,2011-07-18,2011-07-24,National,X,2011,30,0.641513,0.687976,1251,667,X,1188,263,169,3538,1179,514262,2011-30
2011-07-25,2011-07-25,2011-07-31,National,X,2011,31,0.529813,0.644743,1088,635,X,1125,203,151,3202,1175,496632,2011-31
2011-08-01,2011-08-01,2011-08-07,National,X,2011,32,0.644089,0.67533,1207,704,X,1223,231,158,3523,1175,521671,2011-32
2011-08-08,2011-08-08,2011-08-14,National,X,2011,33,0.667718,0.72823,1342,767,X,1358,241,166,3874,1191,531975,2011-33
2011-08-15,2011-08-15,2011-08-21,National,X,2011,34,0.705668,0.806526,1505,814,X,1600,305,220,4444,1195,551005,2011-34
2011-08-22,2011-08-22,2011-08-28,National,X,2011,35,0.804155,0.860408,1528,887,X,1781,308,213,4717,1200,548228,2011-35
2011-08-29,2011-08-29,2011-09-04,National,X,2011,36,0.907804,0.936075,1622,904,X,1809,293,185,4813,1184,514168,2011-36
2011-09-05,2011-09-05,2011-09-11,National,X,2011,37,1.00555,0.966683,1788,1022,X,2206,346,205,5567,1196,575887,2011-37
2011-09-12,2011-09-12,2011-09-18,National,X,2011,38,1.03601,0.996007,1816,1126,X,2264,374,242,5822,1201,584534,2011-38
2011-09-19,2011-09-19,2011-09-25,National,X,2011,39,1.07583,1.10846,2248,1253,X,2514,449,244,6708,1213,605162,2011-39
2011-09-26,2011-09-26,2011-10-02,National,X,2011,40,1.16092,1.20345,3106,1765,X,3485,632,377,9365,1850,778182,2011-40
2011-10-03,2011-10-03,2011-10-09,National,X,2011,41,1.19785,1.23777,3317,1777,X,3667,672,370,9803,1883,791987,2011-41
2011-10-10,2011-10-10,2011-10-16,National,X,2011,42,1.27926,1.25259,3324,1763,X,3837,655,379,9958,1905,794995,2011-42
2011-10-17,2011-10-17,2011-10-23,National,X,2011,43,1.29194,1.30546,3453,1773,X,4035,657,380,10298,1900,788840,2011-43
2011-10-24,2011-10-24,2011-10-30,National,X,2011,44,1.42824,1.45295,3634,1957,X,4658,760,387,11396,1925,784334,2011-44
2011-10-31,2011-10-31,2011-11-06,National,X,2011,45,1.39803,1.44089,3949,2072,X,4348,671,456,11496,1946,797839,2011-45
2011-11-07,2011-11-07,2011-11-13,National,X,2011,46,1.45831,1.46221,3923,2166,X,4361,797,474,11721,1900,801594,2011-46
2011-11-14,2011-11-14,2011-11-20,National,X,2011,47,1.56548,1.65573,4125,1803,X,3340,679,430,10377,1918,626731,2011-47
2011-11-21,2011-11-21,2011-11-27,National,X,2011,48,1.34313,1.46606,4237,2059,X,3955,815,413,11479,1904,782984,2011-48
2011-11-28,2011-11-28,2011-12-04,National,X,2011,49,1.48139,1.51811,3995,1938,X,4040,772,442,11187,1898,736905,2011-49
2011-12-05,2011-12-05,2011-12-11,National,X,2011,50,1.63398,1.66429,4579,2077,X,4097,838,546,12137,1872,729258,2011-50
2011-12-12,2011-12-12,2011-12-18,National,X,2011,51,1.83126,1.85274,5016,2068,X,3535,818,521,11958,1851,645424,2011-51
2011-12-19,2011-12-19,2011-12-25,National,X,2011,52,2.10451,2.12413,5243,2315,X,3184,946,668,12356,1821,581697,2011-52
2011-12-26,2011-12-26,2012-01-01,National,X,2012,1,1.73625,1.76709,4514,2342,X,3393,1028,715,11992,1891,678631,2012-1
2012-01-02,2012-01-02,2012-01-08,National,X,2012,2,1.55066,1.5434,4059,2319,X,3636,918,611,11543,1883,747894,2012-2
2012-01-09,2012-01-09,2012-01-15,National,X,2012,3,1.62891,1.64762,4364,2247,X,4030,800,498,11939,1887,724623,2012-3
2012-01-16,2012-01-16,2012-01-22,National,X,2012,4,1.76038,1.6843,4766,2303,X,4802,825,513,13209,1891,784244,2012-4
2012-01-23,2012-01-23,2012-01-29,National,X,2012,5,1.92728,1.86354,5218,2415,X,5336,915,564,14448,1885,775298,2012-5
2012-01-30,2012-01-30,2012-02-05,National,X,2012,6,1.91994,1.86408,5028,2582,X,5555,894,565,14624,1875,784516,2012-6
2012-02-06,2012-02-06,2012-02-12,National,X,2012,7,2.09951,2.01839,5277,2937,X,5994,1054,667,15929,1884,789193,2012-7
2012-02-13,2012-02-13,2012-02-19,National,X,2012,8,2.23973,2.10385,5246,3009,X,5990,1131,761,16137,1853,767022,2012-8
2012-02-20,2012-02-20,2012-02-26,National,X,2012,9,2.21921,2.09555,5219,3141,X,6239,1153,766,16518,1826,788242,2012-9
2012-02-27,2012-02-27,2012-03-04,National,X,2012,10,2.16693,2.10398,4811,2832,X,6493,998,629,15763,1816,749198,2012-10
2012-03-05,2012-03-05,2012-03-11,National,X,2012,11,2.38913,2.2941,5175,3321,X,6768,1185,701,17150,1819,747570,2012-11
2012-03-12,2012-03-12,2012-03-18,National,X,2012,12,1.96466,1.92223,4422,2822,X,5683,988,609,14524,1780,755579,2012-12
2012-03-19,2012-03-19,2012-03-25,National,X,2012,13,1.84229,1.74239,3807,2485,X,5256,920,549,13017,1753,747079,2012-13
2012-03-26,2012-03-26,2012-04-01,National,X,2012,14,1.68674,1.67601,3582,2306,X,4631,839,572,11930,1729,711808,2012-14
2012-04-02,2012-04-02,2012-04-08,National,X,2012,15,1.53136,1.49637,3253,2109,X,4059,767,544,10732,1707,717202,2012-15
2012-04-09,2012-04-09,2012-04-15,National,X,2012,16,1.37912,1.38202,3001,1990,X,4020,719,393,10123,1699,732480,2012-16
2012-04-16,2012-04-16,2012-04-22,National,X,2012,17,1.29515,1.28926,2638,1831,X,3802,664,435,9370,1675,726772,2012-17
2012-04-23,2012-04-23,2012-04-29,National,X,2012,18,1.39521,1.35803,2509,1728,X,3671,636,455,8999,1564,662649,2012-18
2012-04-30,2012-04-30,2012-05-06,National,X,2012,19,1.32522,1.30833,2524,1559,X,3468,606,419,8576,1546,655492,2012-19
2012-05-07,2012-05-07,2012-05-13,National,X,2012,20,1.23059,1.26692,2465,1547,X,3087,588,375,8062,1503,636347,2012-20
2012-05-14,2012-05-14,2012-05-20,National,X,2012,21,1.23028,1.27731,2545,1461,X,3011,483,378,7878,1415,616765,2012-21
2012-05-21,2012-05-21,2012-05-27,National,X,2012,22,1.26877,1.2991,2480,1276,X,2601,446,350,7153,1409,550614,2012-22
2012-05-28,2012-05-28,2012-06-03,National,X,2012,23,1.10782,1.16297,2336,1281,X,2352,458,338,6765,1365,581700,2012-23
2012-06-04,2012-06-04,2012-06-10,National,X,2012,24,1.09559,1.08612,2231,1150,X,2024,428,300,6133,1289,564670,2012-24
2012-06-11,2012-06-11,2012-06-17,National,X,2012,25,1.11031,1.0568,2259,1119,X,1974,411,285,6048,1295,572296,2012-25
2012-06-18,2012-06-18,2012-06-24,National,X,2012,26,1.10616,1.07871,2168,1058,X,1850,422,288,5786,1260,536380,2012-26
2012-06-25,2012-06-25,2012-07-01,National,X,2012,27,1.10816,1.04662,1911,1013,X,1706,388,273,5291,1271,505533,2012-27
2012-07-02,2012-07-02,2012-07-08,National,X,2012,28,0.999444,0.928152,1913,964,X,1751,337,220,5185,1240,558637,2012-28
2012-07-09,2012-07-09,2012-07-15,National,X,2012,29,0.924199,0.901936,1818,914,X,1640,318,241,4931,1223,546713,2012-29
2012-07-16,2012-07-16,2012-07-22,National,X,2012,30,0.949257,0.915356,1752,975,X,1721,372,283,5103,1250,557488,2012-30
2012-07-23,2012-07-23,2012-07-29,National,X,2012,31,0.978903,0.952548,1728,1050,X,1706,408,267,5159,1240,541600,2012-31
2012-07-30,2012-07-30,2012-08-05,National,X,2012,32,0.925024,0.916661,1660,989,X,1718,375,284,5026,1248,548294,2012-32
2012-08-06,2012-08-06,2012-08-12,National,X,2012,33,0.848456,0.901787,1721,986,X,1755,357,232,5051,1238,560110,2012-33
2012-08-13,2012-08-13,2012-08-19,National,X,2012,34,1.04451,1.03315,2098,1194,X,2128,425,296,6141,1238,594395,2012-34
2012-08-20,2012-08-20,2012-08-26,National,X,2012,35,1.0986,1.05238,1958,1305,X,2335,443,277,6318,1238,600354,2012-35
2012-08-27,2012-08-27,2012-09-02,National,X,2012,36,1.22071,1.12713,1886,1317,X,2294,481,318,6296,1242,558585,2012-36
2012-09-03,2012-09-03,2012-09-09,National,X,2012,37,1.24976,1.1866,2176,1408,X,2870,513,415,7382,1252,622114,2012-37
2012-09-10,2012-09-10,2012-09-16,National,X,2012,38,1.22892,1.21415,2295,1530,X,2972,511,348,7656,1268,630563,2012-38
2012-09-17,2012-09-17,2012-09-23,National,X,2012,39,1.29393,1.25198,2421,1546,X,2867,575,398,7807,1248,623572,2012-39
2012-09-24,2012-09-24,2012-09-30,National,X,2012,40,1.23034,1.20559,2773,1814,X,3691,702,415,9395,1932,779285,2012-40
2012-10-01,2012-10-01,2012-10-07,National,X,2012,41,1.3278,1.31929,2960,1957,X,4007,745,489,10158,1940,769959,2012-41
2012-10-08,2012-10-08,2012-10-14,National,X,2012,42,1.33995,1.32737,3202,1902,X,4233,760,488,10585,1968,797444,2012-42
2012-10-15,2012-10-15,2012-10-21,National,X,2012,43,1.37842,1.36688,3346,2012,X,4268,771,516,10913,1958,798388,2012-43
2012-10-22,2012-10-22,2012-10-28,National,X,2012,44,1.50085,1.50535,3326,2032,X,4422,797,484,11061,1929,734781,2012-44
2012-10-29,2012-10-29,2012-11-04,National,X,2012,45,1.65163,1.61273,3733,2330,X,5145,925,541,12674,1974,785871,2012-45
2012-11-05,2012-11-05,2012-11-11,National,X,2012,46,1.76746,1.75208,4034,2569,X,5526,897,597,13623,1966,777534,2012-46
2012-11-12,2012-11-12,2012-11-18,National,X,2012,47,2.30609,2.33365,4651,2824,X,5387,1105,683,14650,1968,627772,2012-47
2012-11-19,2012-11-19,2012-11-25,National,X,2012,48,2.16324,2.2268,5102,3950,X,7018,1498,953,18521,2006,831730,2012-48
2012-11-26,2012-11-26,2012-12-02,National,X,2012,49,2.83038,2.97657,6486,4672,X,10857,1791,1071,24877,2006,835762,2012-49
2012-12-03,2012-12-03,2012-12-09,National,X,2012,50,3.43761,3.62552,7446,5692,X,12945,2087,1262,29432,1977,811800,2012-50
2012-12-10,2012-12-10,2012-12-16,National,X,2012,51,4.30554,4.5532,8546,7437,X,13971,2730,1648,34332,1908,754019,2012-51
2012-12-17,2012-12-17,2012-12-23,National,X,2012,52,6.06082,6.02598,9709,9295,X,11391,3639,2554,36588,1905,607171,2012-52
2012-12-31,2012-12-31,2013-01-06,National,X,2013,1,4.64931,4.96368,8444,9679,X,9108,4080,2792,34103,1982,687051,2013-1
2013-01-07,2013-01-07,2013-01-13,National,X,2013,2,4.32584,4.69072,8297,10877,X,13424,4502,2796,39896,1995,850531,2013-2
2013-01-14,2013-01-14,2013-01-20,National,X,2013,3,4.51113,4.70473,8633,8977,X,15992,3523,2316,39441,2008,838326,2013-3
2013-01-21,2013-01-21,2013-01-27,National,X,2013,4,4.2171,4.1646,7441,7021,X,13439,2760,1765,32426,1978,778610,2013-4
2013-01-28,2013-01-28,2013-02-03,National,X,2013,5,3.78956,3.69533,6609,6421,X,12653,2551,1574,29808,1963,806640,2013-5
2013-02-04,2013-02-04,2013-02-10,National,X,2013,6,3.29206,3.2363,5757,5236,X,10816,1971,1207,24987,1931,772086,2013-6
2013-02-11,2013-02-11,2013-02-17,National,X,2013,7,3.0197,2.89421,5289,4698,X,9395,1894,1045,22321,1926,771229,2013-7
2013-02-18,2013-02-18,2013-02-24,National,X,2013,8,2.71499,2.71742,5099,4357,X,8415,1625,1023,20519,1940,755092,2013-8
2013-02-25,2013-02-25,2013-03-03,National,X,2013,9,2.4845,2.52297,4633,4030,X,7981,1619,968,19231,1893,762238,2013-9
2013-03-04,2013-03-04,2013-03-10,National,X,2013,10,2.57808,2.55227,4791,3935,X,7709,1536,858,18829,1884,737736,2013-10
2013-03-11,2013-03-11,2013-03-17,National,X,2013,11,2.39237,2.43225,4480,3606,X,7065,1352,889,17392,1846,715059,2013-11
2013-03-18,2013-03-18,2013-03-24,National,X,2013,12,2.06778,2.10851,3957,3191,X,6095,1270,741,15254,1825,723449,2013-12
2013-03-25,2013-03-25,2013-03-31,National,X,2013,13,1.90281,1.94725,3830,2924,X,5204,1124,632,13714,1811,704276,2013-13
2013-04-01,2013-04-01,2013-04-07,National,X,2013,14,1.65902,1.74859,3516,2677,X,4299,1106,675,12273,1769,701881,2013-14
2013-04-08,2013-04-08,2013-04-14,National,X,2013,15,1.43006,1.49713,3110,2219,X,3929,957,603,10818,1742,722583,2013-15
2013-04-15,2013-04-15,2013-04-21,National,X,2013,16,1.27757,1.32313,2707,1757,X,3509,724,491,9188,1732,694415,2013-16
2013-04-22,2013-04-22,2013-04-28,National,X,2013,17,1.19009,1.22647,2588,1630,X,3364,582,425,8589,1711,700300,2013-17
2013-04-29,2013-04-29,2013-05-05,National,X,2013,18,1.09556,1.19614,2439,1470,X,3142,565,370,7986,1675,667648,2013-18
2013-05-06,2013-05-06,2013-05-12,National,X,2013,19,1.08589,1.19049,2422,1474,X,2877,570,361,7704,1630,647130,2013-19
2013-05-13,2013-05-13,2013-05-19,National,X,2013,20,1.07343,1.17426,2431,1345,X,2583,565,393,7317,1582,623114,2013-20
2013-05-20,2013-05-20,2013-05-26,National,X,2013,21,1.01677,1.13342,2230,1279,X,2219,493,368,6589,1489,581338,2013-21
2013-05-27,2013-05-27,2013-06-02,National,X,2013,22,1.04847,1.14306,2109,1147,X,2094,483,357,6190,1486,541528,2013-22
2013-06-03,2013-06-03,2013-06-09,National,X,2013,23,0.920349,1.00881,1983,1086,X,1779,460,330,5638,1421,558875,2013-23
2013-06-10,2013-06-10,2013-06-16,National,X,2013,24,0.920779,1.02358,1969,1112,X,1713,468,277,5539,1419,541138,2013-24
2013-06-17,2013-06-17,2013-06-23,National,X,2013,25,0.904333,1.00138,1877,1040,X,1766,489,302,5474,1405,546643,2013-25
2013-06-24,2013-06-24,2013-06-30,National,X,2013,26,0.83057,0.909498,1703,947,X,1581,399,285,4915,1389,540408,2013-26
2013-07-01,2013-07-01,2013-07-07,National,X,2013,27,0.862837,0.950042,1594,851,X,1489,321,251,4506,1357,474295,2013-27
2013-07-08,2013-07-08,2013-07-14,National,X,2013,28,0.732182,0.829299,1576,862,X,1491,362,219,4510,1362,543833,2013-28
2013-07-15,2013-07-15,2013-07-21,National,X,2013,29,0.724558,0.802109,1432,849,X,1405,315,185,4186,1341,521874,2013-29
2013-07-22,2013-07-22,2013-07-28,National,X,2013,30,0.740848,0.806333,1416,800,X,1464,332,221,4233,1325,524969,2013-30
2013-07-29,2013-07-29,2013-08-04,National,X,2013,31,0.726037,0.796937,1216,852,X,1284,350,184,3886,1290,487617,2013-31
2013-08-05,2013-08-05,2013-08-11,National,X,2013,32,0.755639,0.779136,1367,870,X,1338,302,198,4075,1299,523015,2013-32
2013-08-12,2013-08-12,2013-08-18,National,X,2013,33,0.761847,0.797653,1364,919,X,1366,331,188,4168,1276,522533,2013-33
